cell_idx,low_b0,high_b0,b2,low_l,high_l,delta_l,delta_omega,cos_sim,chip_peak,chip_rms,ours_peak,ours_rms,rms_ratio,peak_ratio,chip_pre_rms,ours_pre_rms,chip_atten,ours_atten,excess_atten
141,20.0,24.0,8.0,12.0,13.0,1.0,0.013615,0.914256,1192.0,542.0,1394.0,569.2,0.9522,0.8551,646.2,627.7,0.1612503868771279,0.09319738728692051,0.06805299959020739
142,20.0,28.0,8.0,12.0,14.0,2.0,0.026414,0.908209,1170.0,546.4,1394.0,579.4,0.9431,0.8393,646.2,627.7,0.15444134942742194,0.07694758642663702,0.07749376300078492
143,20.0,32.0,8.0,12.0,15.0,3.0,0.038905,0.906659,1294.0,565.2,1394.0,617.3,0.9157,0.9283,646.2,627.7,0.12534818941504178,0.01656842440656381,0.10877976500847797
144,20.0,36.0,8.0,12.0,16.0,4.0,0.050315,0.864561,1358.0,546.9,1394.0,603.0,0.907,0.9742,646.2,627.7,0.15366759517177353,0.03935000796558874,0.11431758720618479
145,20.0,40.0,8.0,12.0,17.0,5.0,0.061053,0.855813,1294.0,533.9,1394.0,577.3,0.9248,0.9283,646.2,627.7,0.1737852058186321,0.08029313366257784,0.09349207215605426
146,20.0,44.0,8.0,12.0,18.0,6.0,0.071151,0.713679,1261.0,539.2,1394.0,579.6,0.9304,0.9046,646.2,627.7,0.16558341070875893,0.07662896288035692,0.088954447828402
147,20.0,48.0,8.0,12.0,19.0,7.0,0.080657,0.711407,1399.0,567.2,1394.0,595.4,0.9526,1.0036,646.2,627.7,0.12225317239244815,0.05145770272423145,0.0707954696682167
148,20.0,52.0,8.0,12.0,20.0,8.0,0.089585,0.706838,1435.0,570.3,1411.0,581.2,0.9811,1.017,646.2,627.7,0.11745589600742823,0.07407997451011628,0.04337592149731195
149,20.0,56.0,8.0,12.0,21.0,9.0,0.098011,0.678154,1431.0,573.6,1394.0,572.1,1.0026,1.0265,646.2,627.7,0.11234911792014857,0.08857734586585952,0.023771772054289042
150,20.0,60.0,8.0,12.0,23.0,11.0,0.105909,0.606815,1509.0,557.7,1394.0,592.4,0.9414,1.0825,646.2,627.7,0.13695450324976788,0.05623705591843242,0.08071744733133546
151,20.0,64.0,8.0,12.0,24.0,12.0,0.113311,0.604846,1557.0,580.8,1495.0,581.7,0.9984,1.0415,646.2,627.7,0.10120705663881169,0.0732834156444161,0.027923640994395593
152,20.0,68.0,8.0,12.0,26.0,14.0,0.120279,0.583333,1650.0,587.6,1410.0,574.2,1.0232,1.1702,646.2,627.7,0.09068399876199318,0.0852317986299187,0.005452200132074481
153,20.0,72.0,8.0,12.0,27.0,15.0,0.126807,0.580363,1646.0,612.7,1396.0,574.4,1.0667,1.1791,646.2,627.7,0.05184153512844325,0.08491317508363883,-0.033071639955195575
154,20.0,76.0,8.0,12.0,29.0,17.0,0.132908,0.486786,1689.0,607.9,1550.0,565.4,1.075,1.0897,646.2,627.7,0.05926957598266802,0.09925123466624197,-0.03998165868357395
155,20.0,80.0,8.0,12.0,31.0,19.0,0.138971,0.475382,1825.0,605.6,1394.0,542.7,1.1159,1.3092,646.2,627.7,0.06282884555865065,0.13541500716902977,-0.07258616161037912
156,20.0,84.0,8.0,12.0,33.0,21.0,0.144463,0.437191,1828.0,545.6,1394.0,522.8,1.0436,1.3113,646.2,627.7,0.15567935623645934,0.1671180500238969,-0.01143869378743756
157,20.0,88.0,8.0,12.0,35.0,23.0,0.149628,0.412458,1888.0,542.2,1394.0,523.1,1.0364,1.3544,646.2,627.7,0.1609408851748685,0.1666401147044767,-0.0056992295296082185
158,20.0,92.0,8.0,12.0,37.0,25.0,0.154478,0.38223,1878.0,545.6,1394.0,521.3,1.0468,1.3472,646.2,627.7,0.15567935623645934,0.16950772662099745,-0.013828370384538102
159,20.0,96.0,8.0,12.0,40.0,28.0,0.159033,0.366081,2033.0,519.9,1413.0,527.7,0.9853,1.4388,646.2,627.7,0.1954503249767875,0.15931177314003508,0.03613855183675241
160,20.0,100.0,8.0,12.0,42.0,30.0,0.163325,0.364148,1710.0,479.4,1471.0,549.7,0.8721,1.1625,646.2,627.7,0.2581244196843083,0.12426318304922734,0.13386123663508098
161,20.0,104.0,8.0,12.0,45.0,33.0,0.167365,0.326036,1384.0,445.2,1598.0,561.9,0.7924,0.8661,646.2,627.7,0.3110492107706593,0.10482714672614313,0.20622206404451615
162,20.0,108.0,8.0,12.0,48.0,36.0,0.171147,0.304999,1479.0,450.7,1740.0,574.3,0.7847,0.85,646.2,627.7,0.3025379139585268,0.08507248685677882,0.217465427101748
163,20.0,112.0,8.0,12.0,51.0,39.0,0.17471,0.294525,1512.0,429.6,1685.0,585.1,0.7342,0.8973,646.2,627.7,0.3351903435468895,0.06786681535765493,0.26732352818923455
164,20.0,116.0,8.0,12.0,54.0,42.0,0.178053,0.286612,1535.0,427.7,1656.0,600.4,0.7123,0.9269,646.2,627.7,0.3381306097183535,0.04349211406722964,0.2946384956511239
165,24.0,24.0,8.0,13.0,13.0,0.0,0.0,1.0,1264.0,571.0,1106.0,584.8,0.9764,1.1429,595.1,593.7,0.04049739539573183,0.014990736061984311,0.025506659333747517
166,24.0,28.0,8.0,13.0,14.0,1.0,0.012799,0.988779,1166.0,510.0,1106.0,536.0,0.9515,1.0542,595.1,593.7,0.14300117627289533,0.09718713154791991,0.04581404472497541
167,24.0,32.0,8.0,13.0,15.0,2.0,0.02529,0.985644,1198.0,502.4,1164.0,506.5,0.9921,1.0292,595.1,593.7,0.15577213913627974,0.14687552636011458,0.008896612776165158
168,24.0,36.0,8.0,13.0,16.0,3.0,0.0367,0.9388,1189.0,515.4,1124.0,502.1,1.0265,1.0578,595.1,593.7,0.13392707108049073,0.15428667677278085,-0.020359605692290117
169,24.0,40.0,8.0,13.0,17.0,4.0,0.047438,0.932889,1208.0,506.5,1106.0,504.0,1.0051,1.0922,595.1,593.7,0.14888254074945395,0.15108640727640232,-0.0022038665269483726
170,24.0,44.0,8.0,13.0,18.0,5.0,0.057536,0.863922,1293.0,522.0,1246.0,553.6,0.9431,1.0377,595.1,593.7,0.1228364980675517,0.06754252989725451,0.05529396817029719
171,24.0,48.0,8.0,13.0,19.0,6.0,0.067042,0.861171,1390.0,549.7,1333.0,564.9,0.9732,1.0428,595.1,593.7,0.07628969921021678,0.048509348155634235,0.02778035105458254
172,24.0,52.0,8.0,13.0,20.0,7.0,0.07597,0.86056,1352.0,521.2,1200.0,532.4,0.9788,1.1267,595.1,593.7,0.12418080994790792,0.1032508000673742,0.02093000988053373
173,24.0,56.0,8.0,13.0,21.0,8.0,0.084396,0.824973,1281.0,510.7,1208.0,515.8,0.99,1.0604,595.1,593.7,0.1418249033775837,0.1312110493515245,0.010613854026059188
174,24.0,60.0,8.0,13.0,23.0,10.0,0.092294,0.700381,1340.0,498.2,1451.0,521.8,0.9549,0.9235,595.1,593.7,0.1628297765081499,0.12110493515243403,0.04172484135571586
175,24.0,64.0,8.0,13.0,24.0,11.0,0.099696,0.6977,1378.0,507.9,1263.0,515.4,0.9853,1.0911,595.1,593.7,0.14652999495883057,0.1318847902981305,0.014645204660700073
176,24.0,68.0,8.0,13.0,26.0,13.0,0.106664,0.693943,1484.0,527.0,1305.0,493.7,1.0674,1.1372,595.1,593.7,0.11443454881532522,0.1684352366515076,-0.05400068783618239
177,24.0,72.0,8.0,13.0,27.0,14.0,0.113192,0.691521,1433.0,530.9,1272.0,489.6,1.0843,1.1266,595.1,593.7,0.1078810283985886,0.17534108135421933,-0.06746005295563073
178,24.0,76.0,8.0,13.0,29.0,16.0,0.119293,0.599226,1441.0,537.5,1304.0,511.0,1.0519,1.1051,595.1,593.7,0.09679045538564945,0.13929594071079676,-0.04250548532514731
179,24.0,80.0,8.0,13.0,31.0,18.0,0.125356,0.564445,1405.0,533.0,1419.0,502.7,1.0603,0.9901,595.1,593.7,0.10435220971265335,0.15327606535287186,-0.048923855640218505
180,24.0,84.0,8.0,13.0,33.0,20.0,0.130848,0.494349,1627.0,559.4,1391.0,522.8,1.07,1.1697,595.1,593.7,0.05998991766089745,0.11942058278591894,-0.05943066512502149
181,24.0,88.0,8.0,13.0,35.0,22.0,0.136013,0.476976,1296.0,396.4,1466.0,514.3,0.7708,0.884,595.1,593.7,0.3338934632834818,0.13373757790129714,0.20015588538218465
182,24.0,92.0,8.0,13.0,37.0,24.0,0.140863,0.423153,1309.0,401.0,1499.0,533.6,0.7515,0.8732,595.1,593.7,0.3261636699714334,0.10122957722755599,0.22493409274387743
183,24.0,96.0,8.0,13.0,40.0,27.0,0.145418,0.402931,1446.0,410.0,1519.0,532.4,0.77,0.9519,595.1,593.7,0.3110401613174256,0.1032508000673742,0.20778936125005143
184,24.0,100.0,8.0,13.0,42.0,29.0,0.14971,0.400804,1376.0,404.6,1355.0,535.5,0.7556,1.0155,595.1,593.7,0.3201142665098302,0.09802930773117746,0.22208495877865275
185,24.0,104.0,8.0,13.0,45.0,32.0,0.15375,0.355508,1463.0,412.3,1610.0,546.2,0.7549,0.9087,595.1,593.7,0.30717526466140144,0.08000673740946607,0.22716852725193537
186,24.0,108.0,8.0,13.0,48.0,35.0,0.157532,0.31344,1376.0,415.5,1505.0,554.3,0.7495,0.9143,595.1,593.7,0.30179801713997645,0.06636348324069408,0.23543453389928237
187,24.0,112.0,8.0,13.0,51.0,38.0,0.161095,0.30311,1552.0,424.9,1681.0,560.3,0.7583,0.9233,595.1,593.7,0.28600235254579065,0.05625736904160361,0.22974498350418704
188,24.0,116.0,8.0,13.0,54.0,41.0,0.164438,0.288582,1504.0,422.6,1686.0,566.7,0.7457,0.8921,595.1,593.7,0.28986724920181484,0.04547751389590704,0.2443897353059078
189,28.0,28.0,8.0,14.0,14.0,0.0,0.0,1.0,1305.0,619.2,1137.0,596.8,1.0376,1.1478,608.5,603.5,-0.01758422350041089,0.011101905550952806,-0.028686129051363696
190,28.0,32.0,8.0,14.0,15.0,1.0,0.012491,0.996033,1265.0,560.2,1154.0,574.3,0.9753,1.0962,608.5,603.5,0.07937551355792927,0.04838442419221212,0.03099108936571715
191,28.0,36.0,8.0,14.0,16.0,2.0,0.023901,0.935506,1265.0,528.7,1211.0,543.1,0.9735,1.0446,608.5,603.5,0.13114215283483965,0.10008285004142503,0.031059302793414623
192,28.0,40.0,8.0,14.0,17.0,3.0,0.034639,0.935847,1266.0,546.9,1137.0,553.2,0.9885,1.1135,608.5,603.5,0.10123253903040264,0.08334714167357071,0.017885397356831922
193,28.0,44.0,8.0,14.0,18.0,4.0,0.044737,0.889854,1258.0,533.9,1165.0,513.5,1.0398,1.0798,608.5,603.5,0.12259654889071492,0.14913007456503724,-0.026533525674322322
194,28.0,48.0,8.0,14.0,19.0,5.0,0.054243,0.88729,1348.0,549.8,1259.0,501.1,1.0971,1.0707,608.5,603.5,0.09646672144617918,0.16967688483844234,-0.07321016339226316
195,28.0,52.0,8.0,14.0,20.0,6.0,0.063171,0.877636,1343.0,568.3,1304.0,501.6,1.1331,1.0299,608.5,603.5,0.06606409202958097,0.16884838442419214,-0.10278429239461118
196,28.0,56.0,8.0,14.0,21.0,7.0,0.071597,0.829634,1382.0,585.7,1192.0,490.3,1.1946,1.1594,608.5,603.5,0.037469186524239806,0.18757249378624685,-0.15010330726200705
197,28.0,60.0,8.0,14.0,23.0,9.0,0.079495,0.730016,1406.0,587.5,1351.0,513.6,1.1441,1.0407,608.5,603.5,0.03451109285127363,0.14896437448218725,-0.11445328163091362
198,28.0,64.0,8.0,14.0,24.0,10.0,0.086897,0.726729,1486.0,588.0,1340.0,527.9,1.1139,1.109,608.5,603.5,0.03368940016433852,0.12526926263463134,-0.09157986247029282
199,28.0,68.0,8.0,14.0,26.0,12.0,0.093865,0.699991,1594.0,585.4,1349.0,541.5,1.081,1.1816,608.5,603.5,0.037962202136401,0.10273405136702574,-0.06477184923062473
200,28.0,72.0,8.0,14.0,27.0,13.0,0.100393,0.697812,1609.0,578.3,1296.0,544.8,1.0613,1.2415,608.5,603.5,0.049630238290879314,0.09726594863297444,-0.04763571034209513
201,28.0,76.0,8.0,14.0,29.0,15.0,0.106494,0.627018,1472.0,571.7,1306.0,527.9,1.083,1.1271,608.5,603.5,0.0604765817584223,0.12526926263463134,-0.06479268087620904
202,28.0,80.0,8.0,14.0,31.0,17.0,0.112557,0.609997,1511.0,557.6,1312.0,518.8,1.0749,1.1517,608.5,603.5,0.08364831552999175,0.14034797017398515,-0.0566996546439934
203,28.0,84.0,8.0,14.0,33.0,19.0,0.118049,0.514734,1471.0,543.5,1323.0,532.9,1.0198,1.1119,608.5,603.5,0.10682004930156119,0.11698425849212923,-0.010164209190568041
204,28.0,88.0,8.0,14.0,35.0,21.0,0.123214,0.500875,1517.0,554.5,1498.0,548.6,1.0107,1.0127,608.5,603.5,0.08874281018898933,0.09096934548467273,-0.002226535295683396
205,28.0,92.0,8.0,14.0,37.0,23.0,0.128064,0.460607,1473.0,470.6,1479.0,547.7,0.8592,0.9959,608.5,603.5,0.22662284305669678,0.09246064623032302,0.13416219682637376
206,28.0,96.0,8.0,14.0,40.0,26.0,0.132619,0.438672,1405.0,441.9,1650.0,524.2,0.8431,0.8515,608.5,603.5,0.2737880032867708,0.13140016570008273,0.14238783758668805
207,28.0,100.0,8.0,14.0,42.0,28.0,0.136911,0.436356,1409.0,439.9,1623.0,506.2,0.869,0.8681,608.5,603.5,0.2770747740345111,0.16122618061309035,0.11584859342142073
208,28.0,104.0,8.0,14.0,45.0,31.0,0.140951,0.381876,1464.0,448.6,1685.0,509.8,0.8799,0.8688,608.5,603.5,0.2627773212818405,0.15526097763048885,0.10751634365135165
209,28.0,108.0,8.0,14.0,48.0,34.0,0.144733,0.349051,1498.0,434.6,1506.0,451.6,0.9624,0.9947,608.5,603.5,0.285784716516023,0.25169842584921287,0.034086290666810126
210,28.0,112.0,8.0,14.0,51.0,37.0,0.148296,0.33801,1523.0,438.7,1137.0,415.7,1.0555,1.3395,608.5,603.5,0.2790468364831553,0.3111847555923778,-0.03213791910922248
211,28.0,116.0,8.0,14.0,54.0,40.0,0.151639,0.312693,1478.0,448.4,1137.0,434.8,1.0314,1.2999,608.5,603.5,0.26310599835661463,0.2795360397680199,-0.01643004141140525
212,32.0,32.0,8.0,15.0,15.0,0.0,0.0,1.0,1434.0,672.5,1233.0,666.3,1.0093,1.163,676.7,660.2,0.006206590808334633,-0.009239624356255582,0.015446215164590216
213,32.0,36.0,8.0,15.0,16.0,1.0,0.01141,0.938368,1363.0,587.0,1294.0,590.9,0.9934,1.0533,676.7,660.2,0.13255504654943107,0.10496819145713432,0.027586855092296747
214,32.0,40.0,8.0,15.0,17.0,2.0,0.022148,0.935069,1359.0,567.3,1282.0,587.1,0.9664,1.0601,676.7,660.2,0.16166691295995284,0.11072402302332629,0.050942889936626545
215,32.0,44.0,8.0,15.0,18.0,3.0,0.032246,0.892442,1365.0,560.8,1228.0,571.7,0.9809,1.1116,676.7,660.2,0.1712723511157087,0.13405028779157835,0.03722206332413036
216,32.0,48.0,8.0,15.0,19.0,4.0,0.041752,0.890947,1363.0,549.6,1228.0,562.5,0.9771,1.1099,676.7,660.2,0.18782325993793414,0.1479854589518328,0.039837800986101346
217,32.0,52.0,8.0,15.0,20.0,5.0,0.05068,0.885365,1367.0,537.7,1436.0,576.5,0.9328,0.9519,676.7,660.2,0.20540860056154864,0.1267797637079674,0.07862883685358124
218,32.0,56.0,8.0,15.0,21.0,6.0,0.059106,0.83029,1446.0,581.7,1342.0,558.8,1.0409,1.0775,676.7,660.2,0.14038717304566273,0.15358982126628307,-0.013202648220620339
219,32.0,60.0,8.0,15.0,23.0,8.0,0.067004,0.736439,1428.0,583.9,1314.0,584.9,0.9982,1.0868,676.7,660.2,0.13713610166986856,0.11405634656164809,0.023079755108220468
220,32.0,64.0,8.0,15.0,24.0,9.0,0.074406,0.733428,1569.0,605.8,1526.0,580.5,1.0437,1.0282,676.7,660.2,0.10477316388355262,0.12072099363829147,-0.01594782975473885
221,32.0,68.0,8.0,15.0,26.0,11.0,0.081374,0.705917,1584.0,586.9,1469.0,566.8,1.0355,1.0783,676.7,660.2,0.13270282252105814,0.14147228112693133,-0.008769458605873193
222,32.0,72.0,8.0,15.0,27.0,12.0,0.087902,0.703315,1656.0,608.4,1373.0,564.7,1.0773,1.2061,676.7,660.2,0.10093098862125027,0.1446531354135111,-0.04372214679226083
223,32.0,76.0,8.0,15.0,29.0,14.0,0.094003,0.631455,1737.0,629.4,1519.0,563.9,1.1163,1.1435,676.7,660.2,0.06989803457957744,0.14586488942744635,-0.07596685484786891
224,32.0,80.0,8.0,15.0,31.0,16.0,0.100066,0.622422,1774.0,623.5,1497.0,576.8,1.081,1.185,676.7,660.2,0.07861681690557121,0.12632535595274175,-0.04770853904717054
225,32.0,84.0,8.0,15.0,33.0,18.0,0.105558,0.536034,1807.0,646.1,1654.0,595.6,1.0847,1.0925,676.7,660.2,0.04521944731786609,0.09784913662526507,-0.052629689307398975
226,32.0,88.0,8.0,15.0,35.0,20.0,0.110723,0.509811,1869.0,637.8,1527.0,584.0,1.0921,1.224,676.7,660.2,0.057484852962908395,0.11541956982732515,-0.05793471686441676
227,32.0,92.0,8.0,15.0,37.0,22.0,0.115573,0.476573,1932.0,641.4,1693.0,588.6,1.0898,1.1412,676.7,660.2,0.05216491798433587,0.10845198424719782,-0.05628706626286195
228,32.0,96.0,8.0,15.0,40.0,25.0,0.120128,0.463859,1636.0,464.4,1809.0,600.8,0.7729,0.9044,676.7,660.2,0.3137283877641496,0.08997273553468654,0.22375565222946303
229,32.0,100.0,8.0,15.0,42.0,27.0,0.12442,0.46141,1582.0,472.7,1718.0,601.8,0.7854,0.9208,676.7,660.2,0.3014629821191075,0.08845804301726767,0.21300493910183982
230,32.0,104.0,8.0,15.0,45.0,30.0,0.12846,0.405324,1724.0,479.0,1897.0,612.1,0.7825,0.9088,676.7,660.2,0.29215309590660565,0.07285671008785222,0.21929638581875344
231,32.0,108.0,8.0,15.0,48.0,33.0,0.132242,0.369089,1684.0,476.5,2008.0,597.7,0.7972,0.8386,676.7,660.2,0.29584749519728093,0.0946682823386853,0.20117921285859564
232,32.0,112.0,8.0,15.0,51.0,36.0,0.135805,0.357563,1626.0,480.1,1948.0,555.0,0.8651,0.8347,676.7,660.2,0.2905275602187084,0.15934565283247504,0.13118190738623337
233,32.0,116.0,8.0,15.0,54.0,39.0,0.139148,0.333011,1749.0,478.4,1872.0,544.1,0.8794,0.9343,676.7,660.2,0.29303975173636776,0.17585580127234168,0.11718395046402608
234,36.0,36.0,8.0,16.0,16.0,0.0,0.0,1.0,1464.0,751.9,1707.0,736.9,1.0204,0.8576,741.9,733.0,-0.013478905512872341,-0.005320600272851195,-0.008158305240021146
235,36.0,40.0,8.0,16.0,17.0,1.0,0.010738,0.991072,1456.0,634.7,1705.0,653.7,0.9711,0.854,741.9,733.0,0.1444938670979915,0.10818553888130966,0.03630832821668184
236,36.0,44.0,8.0,16.0,18.0,2.0,0.020836,0.87713,1452.0,583.9,1705.0,639.8,0.9125,0.8516,741.9,733.0,0.21296670710338317,0.1271487039563438,0.08581800314703936
237,36.0,48.0,8.0,16.0,19.0,3.0,0.030342,0.875913,1504.0,611.7,1705.0,683.6,0.8948,0.8821,741.9,733.0,0.17549534977759795,0.0673942701227831,0.10810107965481486
238,36.0,52.0,8.0,16.0,20.0,4.0,0.03927,0.874153,1486.0,603.6,1705.0,653.4,0.9239,0.8716,741.9,733.0,0.18641326324302465,0.10859481582537522,0.07781844741764943
239,36.0,56.0,8.0,16.0,21.0,5.0,0.047696,0.874962,1471.0,604.8,1705.0,638.0,0.9481,0.8628,741.9,733.0,0.18479579458148,0.12960436562073674,0.05519142896074325
240,36.0,60.0,8.0,16.0,23.0,7.0,0.055594,0.794798,1584.0,616.6,1705.0,649.4,0.9494,0.929,741.9,733.0,0.16889068607629054,0.11405184174624827,0.05483884433004227
241,36.0,64.0,8.0,16.0,24.0,8.0,0.062996,0.794746,1640.0,639.7,1705.0,648.9,0.9858,0.9619,741.9,733.0,0.13775441434155533,0.11473396998635743,0.0230204443551979
242,36.0,68.0,8.0,16.0,26.0,10.0,0.069964,0.78132,1566.0,595.4,1705.0,629.7,0.9455,0.9185,741.9,733.0,0.19746596576358,0.1409276944065484,0.0565382713570316
243,36.0,72.0,8.0,16.0,27.0,11.0,0.076492,0.777757,1687.0,602.4,1705.0,628.0,0.9591,0.9894,741.9,733.0,0.18803073190456931,0.14324693042291947,0.04478380148164984
244,36.0,76.0,8.0,16.0,29.0,13.0,0.082593,0.652056,1687.0,634.4,1705.0,625.9,1.0136,0.9894,741.9,733.0,0.14489823426337778,0.14611186903137796,-0.0012136347680001824
245,36.0,80.0,8.0,16.0,31.0,15.0,0.088656,0.641091,1623.0,621.6,1705.0,599.9,1.0362,0.9519,741.9,733.0,0.16215123331985437,0.18158253751705322,-0.01943130419719885
246,36.0,84.0,8.0,16.0,33.0,17.0,0.094148,0.590452,1611.0,620.3,1705.0,613.8,1.0106,0.9449,741.9,733.0,0.1639034910365279,0.16261937244201918,0.0012841185945087208
247,36.0,88.0,8.0,16.0,35.0,19.0,0.099313,0.568293,1601.0,627.6,1705.0,621.2,1.0102,0.939,741.9,733.0,0.15406389001213094,0.15252387448840377,0.0015400155237271784
248,36.0,92.0,8.0,16.0,37.0,21.0,0.104163,0.496688,1966.0,698.9,1705.0,629.4,1.1104,1.1531,741.9,733.0,0.057959293705351134,0.14133697135061396,-0.08337767764526283
249,36.0,96.0,8.0,16.0,40.0,24.0,0.108718,0.485187,1913.0,659.1,1753.0,644.5,1.0227,1.0913,741.9,733.0,0.11160533764658309,0.1207366984993179,-0.009131360852734804
250,36.0,100.0,8.0,16.0,42.0,26.0,0.11301,0.482624,1604.0,477.9,1734.0,633.3,0.7547,0.925,741.9,733.0,0.35584310553983023,0.13601637107776265,0.21982673446206757
251,36.0,104.0,8.0,16.0,45.0,29.0,0.11705,0.436256,1748.0,499.4,1936.0,655.6,0.7617,0.9029,741.9,733.0,0.3268634586871546,0.10559345156889488,0.22127000711825973
252,36.0,108.0,8.0,16.0,48.0,32.0,0.120832,0.384712,1696.0,504.3,2045.0,664.4,0.7591,0.8293,741.9,733.0,0.3202587949858471,0.09358799454297406,0.22667080044287302
253,36.0,112.0,8.0,16.0,51.0,35.0,0.124395,0.371927,1751.0,500.5,2019.0,664.7,0.753,0.8673,741.9,733.0,0.3253807790807386,0.0931787175989085,0.2322020614818301
254,36.0,116.0,8.0,16.0,54.0,38.0,0.127738,0.352146,1656.0,506.0,2153.0,662.6,0.7637,0.7692,741.9,733.0,0.31796738104865885,0.09604365620736699,0.22192372484129186
255,40.0,40.0,8.0,17.0,17.0,0.0,0.0,1.0,1568.0,761.4,1766.0,771.0,0.9875,0.8879,757.6,739.5,-0.0050158394931361094,-0.04259634888438124,0.03758050939124513
256,40.0,44.0,8.0,17.0,18.0,1.0,0.010098,0.88095,1500.0,597.6,1766.0,646.3,0.9247,0.8494,757.6,739.5,0.21119324181626187,0.12603110209601087,0.085162139720251
257,40.0,48.0,8.0,17.0,19.0,2.0,0.019604,0.878454,1546.0,597.1,1766.0,646.4,0.9238,0.8754,757.6,739.5,0.21185322069693768,0.12589587559161597,0.08595734510532171
258,40.0,52.0,8.0,17.0,20.0,3.0,0.028532,0.876813,1531.0,596.7,1766.0,685.9,0.87,0.8669,757.6,739.5,0.2123812038014783,0.0724814063556457,0.13989979744583259
259,40.0,56.0,8.0,17.0,21.0,4.0,0.036958,0.88381,1513.0,604.2,1766.0,645.2,0.9365,0.8567,757.6,739.5,0.20248152059134106,0.12751859364435425,0.07496292694698681
260,40.0,60.0,8.0,17.0,23.0,6.0,0.044856,0.814005,1529.0,602.0,1766.0,604.5,0.9958,0.8658,757.6,739.5,0.20538542766631473,0.1825557809330629,0.02282964673325183
261,40.0,64.0,8.0,17.0,24.0,7.0,0.052258,0.807285,1638.0,652.1,1766.0,612.2,1.0652,0.9275,757.6,739.5,0.13925554382259764,0.17214334009465848,-0.03288779627206084
262,40.0,68.0,8.0,17.0,26.0,9.0,0.059226,0.780681,1815.0,658.2,1766.0,618.2,1.0648,1.0277,757.6,739.5,0.13120380147835264,0.16402974983096685,-0.03282594835261421
263,40.0,72.0,8.0,17.0,27.0,10.0,0.065754,0.778886,1623.0,633.9,1766.0,613.1,1.034,0.919,757.6,739.5,0.16327877507919752,0.1709263015551048,-0.007647526475907274
264,40.0,76.0,8.0,17.0,29.0,12.0,0.071855,0.673868,1637.0,606.9,1766.0,631.3,0.9612,0.927,757.6,739.5,0.19891763463569168,0.1463150777552401,0.05260255688045157
265,40.0,80.0,8.0,17.0,31.0,14.0,0.077918,0.651229,1739.0,622.6,1766.0,662.2,0.9402,0.9847,757.6,739.5,0.17819429778247098,0.10453008789722784,0.07366420988524314
266,40.0,84.0,8.0,17.0,33.0,16.0,0.08341,0.598675,1668.0,590.4,1776.0,670.6,0.8805,0.9392,757.6,739.5,0.2206969376979937,0.09317106152805943,0.12752587616993427
267,40.0,88.0,8.0,17.0,35.0,18.0,0.088575,0.592719,1685.0,599.2,1766.0,683.6,0.8765,0.9541,757.6,739.5,0.2090813093980992,0.07559161595672748,0.13348969344137174
268,40.0,92.0,8.0,17.0,37.0,20.0,0.093425,0.527676,1806.0,622.9,1835.0,680.3,0.9156,0.9842,757.6,739.5,0.17779831045406558,0.08005409060175805,0.09774421985230752
269,40.0,96.0,8.0,17.0,40.0,23.0,0.09798,0.503007,1713.0,637.6,2028.0,649.0,0.9824,0.8447,757.6,739.5,0.1583949313621964,0.1223799864773496,0.0360149448848468
270,40.0,100.0,8.0,17.0,42.0,25.0,0.102272,0.50035,1804.0,646.3,1766.0,596.2,1.0841,1.0215,757.6,739.5,0.14691129883843723,0.1937795807978363,-0.04686828195939907
271,40.0,104.0,8.0,17.0,45.0,28.0,0.106312,0.457841,1583.0,485.2,1766.0,569.1,0.8526,0.8964,757.6,739.5,0.35955649419218594,0.2304259634888438,0.12913053070334213
272,40.0,108.0,8.0,17.0,48.0,31.0,0.110094,0.413431,1665.0,490.0,1766.0,571.2,0.8579,0.9428,757.6,739.5,0.353220696937698,0.22758620689655162,0.12563449004114635
273,40.0,112.0,8.0,17.0,51.0,34.0,0.113657,0.398237,1750.0,500.9,1766.0,579.0,0.8651,0.9909,757.6,739.5,0.33883315733896524,0.21703853955375252,0.12179461778521272
274,40.0,116.0,8.0,17.0,54.0,37.0,0.117,0.371517,1697.0,498.2,1766.0,553.9,0.8995,0.9609,757.6,739.5,0.3423970432946146,0.25098039215686274,0.09141665113775188
275,44.0,44.0,8.0,18.0,18.0,0.0,0.0,1.0,1697.0,709.7,1500.0,714.2,0.9936,1.1313,708.1,707.2,-0.00225956785764736,-0.009898190045248834,0.007638622187601474
276,44.0,48.0,8.0,18.0,19.0,1.0,0.009506,0.997279,1506.0,606.0,1500.0,633.0,0.9574,1.004,708.1,707.2,0.14418867391611356,0.10492081447963808,0.03926785943647548
277,44.0,52.0,8.0,18.0,20.0,2.0,0.018434,0.988639,1479.0,572.4,1500.0,595.0,0.962,0.986,708.1,707.2,0.19163959892670535,0.15865384615384626,0.03298575277285909
278,44.0,56.0,8.0,18.0,21.0,3.0,0.02686,0.931376,1436.0,574.5,1500.0,590.5,0.9729,0.9573,708.1,707.2,0.18867391611354334,0.16501696832579194,0.023656947787751403
279,44.0,60.0,8.0,18.0,23.0,5.0,0.034758,0.886589,1547.0,600.3,1536.0,567.7,1.0575,1.0072,708.1,707.2,0.15223838440898185,0.1972567873303167,-0.045018402921334855
280,44.0,64.0,8.0,18.0,24.0,6.0,0.04216,0.881537,1585.0,621.3,1500.0,567.1,1.0956,1.0567,708.1,707.2,0.122581556277362,0.19810520361990958,-0.07552364734254757
