cell,low_b0,high_b0,b2,chip_atten,ours_atten,spec_atten,chip_residual,ours_residual
228,32,96,8,0.3137283877641496,0.08997273553468654,0.1764541301517779,0.13727425761237166,-0.08648139461709137
229,32,100,8,0.3014629821191075,0.08845804301726767,0.1490451513397295,0.15241783077937798,-0.060587108322461836
230,32,104,8,0.29215309590660565,0.07285671008785222,0.15875739699546132,0.13339569891114433,-0.0859006869076091
231,32,108,8,0.29584749519728093,0.0946682823386853,0.1811136671568987,0.11473382804038224,-0.0864453848182134
232,32,112,8,0.2905275602187084,0.15934565283247504,0.1840391515486356,0.10648840867007281,-0.024693498716160556
233,32,116,8,0.29303975173636776,0.17585580127234168,0.17312424880113364,0.11991550293523412,0.002731552471208043
235,36,40,8,0.1444938670979915,0.10818553888130966,0.18048318793496765,-0.035989320836976146,-0.07229764905365799
236,36,44,8,0.21296670710338317,0.1271487039563438,0.24033114512876097,-0.027364438025377802,-0.11318244117241716
237,36,48,8,0.17549534977759795,0.0673942701227831,0.11462747119788252,0.06086787857971543,-0.04723320107509943
238,36,52,8,0.18641326324302465,0.10859481582537522,0.14656932845136605,0.0398439347916586,-0.03797451262599083
239,36,56,8,0.18479579458148,0.12960436562073674,0.17752190097238674,0.0072738936090932516,-0.04791753535165
240,36,60,8,0.16889068607629054,0.11405184174624827,0.1985449825245893,-0.029654296448298756,-0.08449314077834102
241,36,64,8,0.13775441434155533,0.11473396998635743,0.10696087330977944,0.030793541031775895,0.007773096676577995
242,36,68,8,0.19746596576358,0.1409276944065484,0.21846800872047645,-0.02100204295689645,-0.07754031431392805
243,36,72,8,0.18803073190456931,0.14324693042291947,0.20178120285730106,-0.013750470952731741,-0.058534272434381585
244,36,76,8,0.14489823426337778,0.14611186903137796,0.18411876499525437,-0.03922053073187659,-0.03800689596387641
245,36,80,8,0.16215123331985437,0.18158253751705322,0.2162908837685712,-0.054139650448716825,-0.034708346251517974
246,36,84,8,0.1639034910365279,0.16261937244201918,0.19286138458915847,-0.028957893552630565,-0.030242012147139286
247,36,88,8,0.15406389001213094,0.15252387448840377,0.19129632418994058,-0.03723243417780964,-0.038772449701536815
248,36,92,8,0.057959293705351134,0.14133697135061396,0.18784896582995103,-0.1298896721245999,-0.04651199447933707
249,36,96,8,0.11160533764658309,0.1207366984993179,0.1786454271385537,-0.0670400894919706,-0.057908728639235796
250,36,100,8,0.35584310553983023,0.13601637107776265,0.23974574249690184,0.11609736304292839,-0.10372937141913918
251,36,104,8,0.3268634586871546,0.10559345156889488,0.20177159404789113,0.12509186463926347,-0.09617814247899625
252,36,108,8,0.3202587949858471,0.09358799454297406,0.18282446275619346,0.13743433222965362,-0.0892364682132194
253,36,112,8,0.3253807790807386,0.0931787175989085,0.20961379620584042,0.11576698287489817,-0.11643507860693192
254,36,116,8,0.31796738104865885,0.09604365620736699,0.20985131779039534,0.1081160632582635,-0.11380766158302835
256,40,44,8,0.21119324181626187,0.12603110209601087,0.3173035915698914,-0.10611034975362954,-0.19127248947388054
257,40,48,8,0.21185322069693768,0.12589587559161597,0.23758338836187376,-0.025730167664936077,-0.11168751277025779
258,40,52,8,0.2123812038014783,0.0724814063556457,0.10892400216694309,0.1034572016345352,-0.036442595811297385
259,40,56,8,0.20248152059134106,0.12751859364435425,0.2043753129627014,-0.0018937923713603366,-0.07685671931834714
260,40,60,8,0.20538542766631473,0.1825557809330629,0.26343460971129373,-0.058049182044979,-0.08087882877823083
261,40,64,8,0.13925554382259764,0.17214334009465848,0.23010730383770828,-0.09085176001511064,-0.057963963743049796
